STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,DLY-PRCP-PCTALL-GE010HI,DLY-SNWD-PCTALL-GE003WI,DLY-SNOW-PCTALL-GE030TI,DLY-TAVG-NORMAL,DLY-TMAX-NORMAL,DLY-TMIN-NORMAL
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100101,216,37,7,350,428,272
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100102,214,37,7,349,428,271
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100103,213,37,7,349,427,270
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100104,212,37,8,348,427,270
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100105,211,37,8,348,426,269
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100106,209,38,8,347,426,268
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100107,207,38,8,347,426,268
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100108,206,38,8,347,426,267
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100109,204,38,8,346,426,267
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100110,203,39,8,346,426,267
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100111,201,39,8,346,426,266
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100112,199,39,8,346,426,266
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100113,198,39,9,346,426,266
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100114,196,40,9,346,426,266
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100115,195,40,9,346,427,266
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100116,194,40,9,346,427,266
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100117,194,41,10,347,428,266
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100118,193,41,10,347,428,266
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100119,193,42,10,347,429,266
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100120,192,42,11,348,429,266
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100121,192,43,11,348,430,266
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100122,192,43,11,349,431,267
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100123,191,44,12,350,432,267
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100124,191,45,12,350,433,268
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100125,191,45,12,351,434,268
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100126,191,46,13,352,435,269
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100127,192,46,13,353,437,269
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100128,192,47,14,354,438,270
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100129,192,48,14,355,440,271
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100130,192,49,14,357,441,272
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100131,193,49,15,358,443,273
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100201,193,50,15,359,444,274
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100202,193,50,15,361,446,275
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100203,193,51,16,362,448,277
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100204,193,51,16,364,450,278
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100205,193,51,16,366,452,279
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100206,193,52,16,368,454,281
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100207,194,52,16,369,456,282
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100208,194,51,16,371,459,284
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100209,195,51,17,374,461,286
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100210,196,51,17,376,464,288
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100211,197,51,17,378,466,290
GHCND:USW00093821,LOUISVILLE INTERNATIONAL AIRPORT KY US,148.7,38.1811,-85.7391,20100212,197,51,17,380,469,292
